LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal
LRP036,35.651,Km Post,Jaliapara 1 km,22.945833,91.8571944
LRP036a,35.918,Bridge,Bridge start,22.9467774,91.85925
LRP036b,35.941,Bridge,Bridge end,22.9467774,91.8593889
LRPE,36.211,Others,R160 at Hathazari -Khagrachari road,22.9460552,91.86225
,,,,,
,,,,,
LRPS,0.0,Others,Road start from N106 near Hathazari Busstand.,22.498583,91.8070833
LRPSa,0.316,Culvert,Box culvert,22.5013056,91.8070556
LRPSb,0.765,Culvert,Box culvert,22.50525,91.8067222
LRP001,1.0,Km Post,Km post missing,22.5074722,91.8066111
LRP001a,1.442,Culvert,Box culvert,22.5110556,91.8052222
LRP002,1.605,Km Post,Information missing,22.5123889,91.8046389
LRP002a,1.872,Culvert,Box culvert,22.5146111,91.8036667
LRP002b,2.11,Culvert,Box culvert,22.5164167,91.8026389
LRP003,2.605,Km Post,Km post missing,22.5208327,91.8025833
LRP003a,3.222,Culvert,Box culvert,22.5257216,91.8045278
LRP003b,3.425,Culvert,Box culvert,22.5274716,91.8041944
LRP004,3.605,Km Post,Km post missing,22.5291104,91.8035
LRP004a,3.796,Culvert,Box culvert,22.5307493,91.8028889
LRP005,4.005,Km Post,Information missing,22.5325271,91.8021944
LRP005a,4.156,Culvert,Box culvert,22.5338052,91.8016944
LRP005b,4.663,Culvert,Box culvert,22.5381941,91.8004444
LRP005c,4.934,Culvert,Box culvert,22.540583,91.80025
LRP006,5.005,Km Post,Km post missing,22.5412774,91.8002778
LRP006a,5.437,Culvert,Box culvert,22.545083,91.799583
LRP006b,5.925,Culvert,Box culvert,22.5493608,91.7985274
LRP007,6.025,Km Post,Information missing,22.5503333,91.7983608
LRP007a,6.179,Culvert,Box culvert,22.5516944,91.7984719
LRP007b,6.542,Culvert,Box culvert,22.5549444,91.7982497
LRP007c,6.845,Culvert,Box culvert,22.5576111,91.7978052
LRP007d,6.988,Culvert,Box culvert,22.5590833,91.7977774
LRP008,7.025,Km Post,Km post missing,22.5593889,91.7977219
LRP008a,7.339,Culvert,Box culvert,22.5620833,91.7973608
LRP008b,7.617,Culvert,Box culvert,22.5644444,91.7967219
LRP008c,7.907,Culvert,Box culvert,22.5670271,91.796333
LRP009,7.935,Km Post,Information missing,22.5672771,91.7963608
LRP009a,8.407,Culvert,Box culvert,22.5714993,91.7962219
LRP009b,8.61,Culvert,Box culvert,22.5732771,91.7958886
LRP009c,8.72,Culvert,Box culvert,22.5742216,91.7955552
LRP009d,8.755,Culvert,Box culvert,22.575416,91.7952774
LRP010,8.935,Km Post,Km post missing,22.5761938,91.7951108
LRP010a,9.458,Culvert,Box culvert,22.5808327,91.7946386
LRP011,9.81,Km Post,Information missing,22.5839997,91.7943608
LRP011a,9.909,Culvert,Box culvert,22.5848052,91.7940274
LRP011b,10.19,Culvert,Box culvert,22.5872774,91.7935552
LRP012,10.81,Km Post,Km post missing,22.5928608,91.7931386
LRP012a,10.815,Culvert,Box culvert,22.5928886,91.7931386
LRP012b,11.435,Culvert,Box culvert,22.5984719,91.7938608
LRP013,11.465,Km Post,Information missing,22.5987497,91.7938886
LRP013a,11.715,"Side Road, Left",Z1087 Barabkunda,22.601,91.7940274
LRP013b,12.078,Culvert,Box culvert,22.6075278,91.7934163
LRP014,12.465,Km Post,Km post missing,22.6078056,91.7934163
LRP014a,13.283,Culvert,Box culvert,22.6150833,91.7937497
LRP015,13.46,Km Post,Information missing,22.6167216,91.7939163
LRP015a,14.21,Culvert,Box culvert,22.6233327,91.7941108
LRP016,14.375,Km Post,Fatikchhari 7 km,22.6246104,91.7943886
LRP016a,14.815,Bridge,Bridge start,22.6270827,91.7974719
LRP016b,14.89,Bridge,Bridge end,22.6276382,91.797833
LRP017,15.495,Km Post,Khagrachhari 78 km,22.6323327,91.8006944
LRP017a,16.234,Culvert,Box culvert,22.6379719,91.7974441
LRP018,16.525,Km Post,Khagrachhari 77 km,22.6400552,91.7955274
LRP018a,16.742,Culvert,Box Culvert,22.6418608,91.7949719
LRP019,17.48,Km Post,Khagrachhari 76 km,22.6484719,91.794583
LRP019a,18.13,Culvert,Box culvert,22.6536944,91.7916663
LRP019b,18.348,Culvert,Box culvert,22.6556111,91.7914997
LRP020,18.48,Km Post,Km post missing,22.6568056,91.7912497
LRP020a,18.941,Culvert,Box culvert,22.6608611,91.7904441
LRP021,19.48,Km Post,Khagrachhari 74 km,22.6653056,91.7887774
LRP021a,19.864,Culvert,Box culvert,22.6686104,91.7897497
LRP022,20.445,Km Post,Khagrachhari 73 km,22.6737216,91.7901386
LRP023,21.485,Km Post,Khagrachhari 72 km,22.6831104,91.790583
LRP023a,21.63,Culvert,Box culvert,22.6843886,91.7905274
LRP023b,22.383,"Side Road, Right",Z1619 to Gohira-Fatikchari road,22.6909441,91.7909719
LRP024,22.505,Km Post,Khagrachhari 71 km,22.692333,91.7909719
LRP024a,22.674,Bridge,Bridge start,22.693833,91.7907497
LRP024b,22.751,Bridge,Bridge end,22.6944719,91.7906663
LRP024c,22.945,Culvert,Box culvert,22.695833,91.7903886
LRP025,23.46,Km Post,Khagrachhari 70 km,22.7001389,91.7878608
LRP025a,23.644,Culvert,Box culvert,22.7014722,91.7868886
LRP025b,23.945,Culvert,Box Culvert,22.70375,91.7851663
LRP025c,24.44,"Side Road, Left","R151,Barayerhat-Fatikchari road",22.708,91.784083
LRP026,24.46,Km Post,Khagrachhari 69 km,22.7083333,91.7840274
LRP026a,25.129,Culvert,Box culvert,22.7143056,91.7833049
LRP027,25.44,Km Post,Khagrachhari 68 km,22.7171104,91.7829716
LRP027a,25.705,Bridge,Bridge start,22.7194993,91.7829716
LRP027b,25.722,Bridge,Bridge end,22.7196382,91.7829716
LRP027c,26.15,Culvert,Box culvert,22.7234993,91.7831382
LRP027d,26.44,Culvert,Box Culvert,22.7262493,91.7831938
LRP027e,26.456,Bridge,Bridge end,22.7263604,91.7831938
LRP028,27.445,Km Post,Khagrachhari 66 km,22.7346386,91.7849997
LRP029,28.445,Km Post,Km post missing,22.7424441,91.7889163
LRP030,29.445,Km Post,Khagrachhari 64 km,22.7510278,91.7866386
LRP030a,30.081,Bridge,Bridge start,22.7558611,91.7850274
LRP030b,30.111,Bridge,Bridge end,22.7561944,91.7852219
LRP031,30.28,Km Post,Khagrachhari 63 km,22.7573056,91.785333
LRP031a,30.595,Culvert,Box Culvert,22.7595278,91.7872774
LRP031b,30.95,Culvert,Box Culvert,22.7619167,91.7895552
LRP031c,31.405,Culvert,Box Culvert,22.7656389,91.7912774
LRP032,31.43,Km Post,Khagrachhari 62 km,22.7660556,91.7915552
LRP032a,31.714,Culvert,Box Culvert,22.7682493,91.792583
LRP032b,31.883,Others,Start of Khagrachari road Division,22.7697216,91.793333
LRP032b,31.883,Others,Start of Khagrachari road Division,22.7697216,91.793333
LRP033,32.365,Km Post,Khagrachhari 58 km,22.7734438,91.7952497
LRP034,33.365,Km Post,Km post missing,22.7818327,91.7966941
LRP035,34.345,Km Post,Khagrachhari 56 km,22.7882219,91.7991386
LRP035a,35.198,Bridge,Bridge start,22.7896941,91.8068889
LRP035b,35.225,Bridge,Bridge end,22.7897497,91.8071389
LRP036,35.415,Km Post,Khagrachhari 55 km,22.7901941,91.8090833
LRP036a,35.837,Culvert,Box Culvert,22.7927497,91.8111389
LRP037,36.4,Km Post,Khagrachhari 54 km,22.795833,91.8145833
LRP038,37.355,Km Post,Khagrachhari 53 km,22.8000833,91.8213882
LRP038a,37.923,Bridge,Bridge start,22.8045278,91.8235271
LRP038b,37.949,Bridge,Bridge end,22.8047222,91.823666
LRP038c,38.1,Culvert,Box Culvert,22.8031389,91.8228049
LRP039,38.26,Km Post,Khagrachhari 52 km,22.8070278,91.8253049
LRP040,39.27,Km Post,Khagrachhari 51 km,22.8141389,91.8281938
LRP040a,40.086,Culvert,Box Culvert,22.8207771,91.828916
LRP041,40.22,Km Post,Khagrachhari 50 km,22.8218327,91.828416
LRP041a,40.541,Culvert,Box Culvert,22.8246104,91.8288882
LRP041b,40.83,Culvert,Box Culvert,22.8267771,91.8303049
LRP042,41.33,Km Post,Khagrachhari 49 km,22.830666,91.8328327
LRP042a,42.11,Bridge,Bridge start,22.8369163,91.8356108
LRP042b,42.136,Bridge,Bridge end,22.8371108,91.8356108
LRP043,42.33,Km Post,Khagrachhari 48 km,22.8388608,91.8354441
LRP043a,42.77,"Side Road, Right","Z16.1, Manikchari Laksmichhari",22.8421108,91.8373052
LRP043b,42.85,Culvert,Box Culvert,22.8425552,91.8378608
LRP043c,43.31,Culvert,Box Culvert,22.8461941,91.8394163
LRP044,43.33,Km Post,Khagrachhari 47 km,22.846333,91.8393886
LRP044a,43.668,Bridge,Bridge start,22.8488886,91.8409719
LRP044b,43.704,Bridge,Bridge end,22.8491386,91.8411663
LRP044c,43.95,Culvert,Box culvert,22.8341386,91.842583
LRP045,44.33,Km Post,Khagrachhari 46 km,22.8518611,91.846083
LRP046,45.33,Km Post,Khagrachhari 45 km,22.8588056,91.8347497
LRP046a,45.45,Culvert,Box Culvert,22.8598056,91.8516944
LRP046b,45.855,Culvert,Box Culvert,22.8631944,91.853
LRP047,46.33,Km Post,Khagrachhari 44 km,22.8668327,91.8553889
LRP047a,46.64,Culvert,Box culvert,22.8689993,91.8569167
LRP047b,46.802,Bridge,Bridge start,22.8694993,91.8583611
LRP047c,46.821,Bridge,Bridge end,22.8694993,91.8585278
LRP047d,47.275,Culvert,Box Culvert,22.8725271,91.8604167
LRP048,47.33,Km Post,Km post missing,22.8730271,91.8610278
LRP048a,47.345,Culvert,Box culvert,22.8731382,91.8611111
LRP048b,47.447,Bridge,Bridge start,22.8734716,91.8621389
LRP048c,47.49,Bridge,Bridge end,22.8734438,91.8623611
LRP049,48.31,Km Post,Khagrachhari 42 km,22.8764438,91.867416
LRP050,49.31,Km Post,Khagrachhari 41 km,22.8841941,91.8642778
LRP051,50.31,Km Post,Khagrachhari 40 km,22.8920274,91.8613611
LRP052,51.31,Km Post,Km post missing,22.8987497,91.8581389
LRP053,52.285,Km Post,Khagrachhari 38 km,22.9050833,91.8585833
LRP054,53.285,Km Post,Km post missing,22.9123889,91.8599444
LRP055,54.205,Km Post,Khagrachhari 36 km,22.9192771,91.8581111
LRP056,55.205,Km Post,Km post missing,22.9275549,91.8575278
LRP056a,56.118,Bridge,Bridge start,22.9346663,91.8595833
LRP056b,56.138,Bridge,Bridge end,22.9348886,91.8596667
LRP057,56.245,Km Post,Khagrachhari 34 km,22.9358608,91.8599444
LRP057a,56.374,Culvert,Box Culvert,22.9367774,91.8602778
LRP058,57.265,Km Post,Khagrachhari 33 km,22.9441108,91.8613889
LRP058a,57.317,Culvert,Box culvert,22.9446108,91.8612222
LRP058b,57.521,Cross Road,"Z1602, Ramgarh right, Mahalchhari",22.9462774,91.8619167
LRP058c,58.137,Culvert,Box Culvert,22.9513056,91.8638333
LRP059,58.265,Km Post,Khagrachhari 32 km,22.9521389,91.8648056
LRP059a,59.109,Bridge,Bridge start,22.9589444,91.8665833
LRP059b,59.189,Bridge,Bridge end,22.9593889,91.8671938
LRP060,59.295,Km Post,Khagrachhari 31 km,22.9599722,91.8680827
LRP061,60.21,Km Post,Khagrachhari 30 km,22.9659444,91.8733049
LRP062,61.21,Km Post,Khagrachhari 29 km,22.9724438,91.879666
LRP063,62.21,Km Post,Khagrachhari 28 km,22.9803882,91.8823882
LRP064,63.205,Km Post,Khagrachhari 27 km,22.9881386,91.8789438
LRP065,64.215,Km Post,Khagrachhari 26 km,22.9954441,91.8757493
LRP065a,64.978,Bridge,Bridge start,23.0006667,91.8717771
LRP065b,65.023,Bridge,Bridge end,23.0010278,91.8718049
LRP066,65.215,Km Post,Khagrachhari 25 km,23.0025556,91.8711104
LRP066a,65.432,Bridge,Bridge start,23.0041389,91.8703882
LRP066b,65.477,Bridge,Bridge end,23.0045833,91.8705549
LRP067,66.235,Km Post,Khagrachhari 24 km,23.0104722,91.8728882
LRP067a,66.555,Culvert,Box Culvert,23.0127222,91.8745549
LRP068,67.235,Km Post,Khagrachhari 23 km,23.0163056,91.8797216
LRP069,68.235,Km Post,Khagrachhari 22 km,23.0236938,91.8814993
LRP070,69.235,Km Post,Khagrachhari 21 km,23.0289716,91.8767493
LRP070a,69.607,Culvert,Box Culvert,23.036083,91.8720271
LRP071,70.245,Km Post,Khagrachhari 20 km,23.0361663,91.8719716
LRP071a,70.34,Bridge,Bridge start,23.0369997,91.8718882
LRP071b,70.407,Bridge,Bridge end,23.0375552,91.8721104
LRP071c,70.7,Culvert,Box Culvert,23.0399997,91.8729438
LRP071d,70.915,"Side Road, Left","z1608, Matiranga- Tanakkapara road",23.0420274,91.8734993
LRP072,71.265,Km Post,Khagrachhari 19 km,23.0444163,91.8750549
LRP072a,71.328,Culvert,Box Culvert,23.0447497,91.8755271
LRP072b,71.561,Culvert,Box Culvert,23.045333,91.8775549
LRP073,72.25,Km Post,Khagrachhari 18 km,23.0462497,91.8839997
LRP074,73.23,Km Post,Khagrachhari 17 km,23.0511667,91.8913608
LRP075,74.23,Km Post,Khagrachhari 16 km,23.0580556,91.8966941
LRP076,75.19,Km Post,Khagrachhari 15 km,23.0635556,91.9033611
LRP076a,75.29,Bridge,Bridge start,23.0640556,91.9041944
LRP076b,75.314,Bridge,Bridge end,23.0641389,91.9043889
LRP076c,76.1,Culvert,Box Culvert,23.0662222,91.9068333
LRP077,76.24,Km Post,Khagrachhari 14 km,23.0689438,91.9080833
LRP077a,76.364,Culvert,Box Culvert,23.0698327,91.9086111
LRP077b,76.579,Culvert,Box Culvert,23.0701104,91.9107778
LRP077c,77.1,Culvert,Box Culvert,23.0709438,91.9150556
LRP078,77.23,Km Post,Khagrachhari 13 km,23.0718327,91.9163056
LRP078a,77.245,Culvert,Box culvert,23.0721938,91.9164444
LRP078b,77.589,Bridge,Bridge start,23.074416,91.9179716
LRP078c,77.636,Bridge,Bridge end,23.0746382,91.9180549
LRP079,78.245,Km Post,Khagrachhari 12 km,23.0775271,91.9212771
LRP080,79.245,Km Post,Km post missing,23.0782493,91.9301382
LRP081,80.245,Km Post,Khagrachhari 10 km,23.0792493,91.9386386
LRP082,81.285,Km Post,Khagrachhari 09 km,23.083583,91.9468052
LRP083,82.27,Km Post,Khagrachhari 8 km,23.0819438,91.9548056
LRP084,83.255,Km Post,Khagrachhari 7 km,23.0887497,91.9529167
LRP085,84.265,Km Post,Khagrachhari 6 km,23.0944163,91.9550556
LRP085a,84.928,Bridge,Bridge start,23.0932497,91.9575556
LRP085b,84.968,Bridge,Bridge end,23.0929163,91.9575556
LRP086,85.255,Km Post,Khagrachhari 5 km,23.0914719,91.9608611
LRP087,86.215,Km Post,Khagrachhari 4 km,23.0922219,91.9682216
LRP087a,86.66,Culvert,Box Culvert,23.094333,91.9701938
LRP087b,86.74,"Side Road, Right","R162, Manikchari- Khagrachari road",23.0946941,91.9725271
LRP088,87.235,Km Post,Khagrachhari 3 km,23.0978886,91.9693604
LRP088a,87.37,Culvert,Box culvert,23.0986663,91.9684438
LRP088b,87.628,Culvert,Box Culvert,23.1004722,91.9669993
LRP088c,87.765,Culvert,Box Culvert,23.1015833,91.9675827
LRP088d,87.98,Culvert,Box Culvert,23.1025833,91.9684438
LRP088e,88.01,Bridge,Bridge start,23.1033611,91.9688604
LRP088f,88.122,Bridge,Bridge end,23.1042778,91.9692493
LRP089,88.235,Km Post,Khagrachhari 2 km,23.1053333,91.9696938
LRP089a,88.384,Culvert,Box culvert,23.1065556,91.9702493
LRP089b,88.654,Culvert,Box culvert,23.1087222,91.9713604
LRP089c,88.935,Culvert,Box culvert,23.11025,91.9734716
LRP089d,89.14,Culvert,Box Culvert,23.1112222,91.9751104
LRP090,89.2,Km Post,Khagrachhari 1 km,23.1115,91.9755549
LRP090a,89.274,Culvert,Box culvert,23.1118611,91.9762216
LRP090b,89.492,Culvert,Box culvert,23.1128889,91.9779716
LRP090c,89.884,"Side Road, Left","Z1604, Khagrachhai- Dighinala- Panchari road",23.1136111,91.9794716
LRP090d,89.912,"Side Road, Left","Z1603, Khagrachhai- Dighinala- Panchari road",23.1137222,91.979416
LRP091,90.392,Km Post,Khagrachhari 0 km,22.1076667,91.9809993
LRP091a,90.452,Bridge,Bridge start,23.1070556,91.9813327
LRP091b,90.462,Bridge,Bridge end,23.1071389,91.9817771
LRP092,91.89,Km Post,Khagrachhari 1 km,23.1132778,91.9919163
LRP092a,92.06,Culvert,Box Culvert,23.1136944,91.9927774
LRP092b,92.341,Culvert,Box Culvert,23.1161111,91.9936663
LRP092c,92.53,Culvert,Box Culvert,23.1166389,91.9938052
LRP092d,92.78,Bridge,Baily Bridge start,23.1197493,91.9937774
LRP092e,92.82,Bridge,Baily Bridge end,23.1201938,91.9771938
LRP093,92.892,Km Post,Km post missing,23.1132778,91.9919163
LRPE,93.294,Others,Road End with Z1063 near Army cantonment,23.1239438,91.9792493
,,,,,
,,,,,
LRPS,0.0,Others,"Start of road from N 106 at Ghagra, Rangamati.",22.6087778,92.0964719
LRP001,0.984,Km Post,"Bandarban 63 km, Chandragona 20 km",22.6008056,92.0978052
LRP001a,1.757,Bridge,Bridge start,22.594833,92.0968886
LRP001b,1.79,Bridge,Bridge end,22.5946941,92.0966108
LRP002,1.996,Km Post,Bandarban 62 km,22.593083,92.097333
LRP003,2.996,Km Post,Km post missing,22.5869719,92.1023611
LRP004,3.988,Km Post,Bandarban 60 km,22.5789993,92.1052222
LRP005,4.988,Km Post,Km post missing,22.5712493,92.1084722
LRP006,5.988,Km Post,Km post missing,22.5651389,92.1120278
LRP007,6.981,Km Post,Info missing,22.5576667,92.1134167
LRP008,7.981,Km Post,Km post missing,22.5498608,92.1167771
LRP009,8.985,Km Post,Info missing,22.5427219,92.119416
LRP010,9.999,Km Post,Info missing,22.5352497,92.1208604
LRP011,10.994,Km Post,Info missing,22.5309438,92.1258327
LRP012,11.994,Km Post,Km post missing,22.5228604,92.1292771
LRP012a,12.329,Bridge,Baily Bridge start,22.5202771,92.1306938
LRP012b,12.341,Bridge,Baily Bridge end,22.5201938,92.1307216
LRP013,12.949,Km Post,Info missing,22.5160833,92.1329993
LRP014,13.949,Km Post,Km post missing,22.5105556,92.135833
LRP015,14.956,Km Post,Info missing,22.5028889,92.1389719
LRP015a,14.971,"Side Road, Left",Road to Baraichhari Kaptai (R 164) Road,22.5027778,92.139083
LRP015b,14.978,Culvert,Box Culvert,22.5027222,92.1390274
LRP015c,15.136,Culvert,Box Culvert,22.5018611,92.1377774
LRP016,15.183,Km Post,"Ctg (Mohona) 38 km, Chandragona 3 km",22.5016111,92.1375552
LRP016a,15.349,Culvert,Box Culvert,22.5013333,92.1363886
LRP016b,15.667,Culvert,Box Culvert,22.5004444,92.1344719
LRP017,16.183,Km Post,Km post missing,22.4959441,92.1341663
LRP017a,16.544,Culvert,Box Culvert,22.4929163,92.134583
LRP017b,16.77,Culvert,Box Culvert,22.4917219,92.1329993
LRP017c,16.817,Culvert,Box Culvert,22.4913886,92.1327771
LRP018,17.17,Km Post,"Ctg (Mohona) 36 km, Chandragona 01 km",22.4907497,92.1300271
LRP018a,17.28,Bridge,Bridge start,22.490083,92.1294438
LRP018b,17.285,Bridge,Bridge end,22.4900274,92.129416
LRP018c,17.802,Culvert,Box Culvert,22.4894163,92.1276382
LRP019,17.973,Km Post,Info missing,22.4868886,92.1249993
LRP019a,18.935,Culvert,Box Culvert,22.4787493,92.1275271
LRP020,18.973,Km Post,Km post missing,22.4783327,92.1274993
LRP021,19.184,Km Post,Info missing,22.4765549,92.1278604
LRP021a,19.677,Culvert,Box Culvert,22.4722493,92.1288049
LRP021b,19.972,"Side Road, Right","R163, Chittagong -Chandraghona road",22.471666,92.1288882
LRP022,20.184,Km Post,Km post missing,22.4676938,92.1296104
LRP022a,20.369,Others,Start of Ferry ghat,22.4661389,92.1299438
LRP022b,20.725,Others,End of Ferry ghat,22.4631111,92.1177771
LRP022c,21.085,Bridge,Bridge start,22.459,92.1356941
LRP022d,21.104,Bridge,Bridge end,22.4588333,92.1357774
LRP023,21.184,Km Post,Km post missing,22.45825,92.1360552
LRP024,21.626,Km Post,Gohira 21 km,22.4579167,92.136333
LRP024a,21.738,Culvert,Slab Culvert,22.4509722,92.1384441
LRP025,22.656,Km Post,Gohira 22 km,22.4459997,92.1391663
LRP025a,22.711,Culvert,Box Culvert,22.4456386,92.1394163
LRP025b,23.272,Culvert,Slab Culvert,22.4413886,92.1421108
LRP026,23.664,Km Post,Gohira 23 km,22.4382774,92.1436663
LRP027,24.664,Km Post,Gohira 24 km,22.4308049,92.1478886
LRP028,25.664,Km Post,Gohira 25 km,22.4231938,92.1500556
LRP029,26.689,Km Post,Gohira 26 km,22.4160278,92.1525833
LRP029a,26.959,Culvert,Box Culvert,22.4143333,92.1541944
LRP030,27.701,Km Post,Gohira 27 km,22.4089167,92.1570556
LRP031,28.701,Km Post,Gohira 28 km,22.4021667,92.1527222
LRP032,29.701,Km Post,Gohira 29 km,22.3911941,92.1502222
LRP033,30.728,Km Post,Gohira 30 km/ Start of Bandarban road Division,22.3853886,92.1513889
LRP033,30.728,Km Post,Gohira 30 km/ Start of Bandarban road Division,22.3853886,92.1513889
LRP034,31.756,Km Post,Gohira 31 km,22.3795827,92.1461386
LRP034a,32.085,Bridge,Baily Bridge start,22.3773049,92.1444997
LRP034b,32.118,Bridge,Baily Bridge end,22.3770271,92.1444441
LRP034c,32.294,"Side Road, Left",Z1814 to Rajshali.,22.3754716,92.1442774
LRP035,32.775,Km Post,Gohira 32 km,22.3715549,92.1427497
LRP035a,33.145,Bridge,Baily Bridge start,22.3682771,92.1424997
LRP035b,33.174,Bridge,Baily Bridge end,22.3680271,92.1424719
LRP036,33.775,Km Post,Gohira 33 km,22.363,92.1415274
LRP036a,34.496,Bridge,Baily Bridge start,22.3578611,92.1389997
LRP036b,34.5,Bridge,Baily Bridge end,22.35775,92.1388608
LRP037,34.775,Km Post,Gohira 34 km,22.3563611,92.1370274
LRP037a,35.6,"Side Road, Right","Z 1636, RANGUNIA-SUKBILASH ROAD",22.3556667,92.1328882
LRP037b,35.642,Culvert,Box Culvert,22.3534167,92.132166
LRP037c,35.708,Culvert,Box Culvert,22.3529167,92.1324438
LRP038,35.775,Km Post,Gohira 35 km,22.3524444,92.1327771
LRP038a,35.824,Culvert,Box Culvert,22.3521111,92.1330271
LRP039,36.775,Km Post,Gohira 36 km,22.3449441,92.1376663
LRP039a,37.014,Bridge,Baily Bridge start,22.3431941,92.1389719
LRP039b,37.031,Bridge,Baily Bridge end,22.343083,92.139083
LRP039c,37.179,Bridge,Bridge start,22.3419163,92.1393608
LRP039d,37.282,Bridge,Bridge end,22.3410552,92.1389997
LRP040,37.775,Km Post,Gohira 37 km,22.3353886,92.1394997
LRP041,38.775,Km Post,Gohira 38 km,22.3265827,92.1408886
LRP041a,39.032,Bridge,Baily Bridge start,22.3256938,92.1412497
LRP041b,39.13,Bridge,Baily Bridge end,22.3248327,92.1414441
LRP042,39.495,Km Post,Gohira 39 km,22.3247216,92.1441663
LRP043,40.507,Km Post,Gohira 40 km,22.3180549,92.1491386
LRP043a,40.801,Bridge,Baily Bridge start,22.316,92.1508056
LRP043b,40.817,Bridge,Baily Bridge end,22.3158889,92.1508056
LRP043c,41.104,Bridge,Bridge start,22.3133611,92.1511944
LRP043d,41.127,Bridge,Bridge end,22.31325,92.1513056
LRP043e,41.473,Bridge,Bridge start,22.3106667,92.1527778
LRP044,41.507,Km Post,Gohira 41 km,22.3105278,92.1529722
LRP044a,41.514,Bridge,Baily Bridge start,22.3105,92.1530833
LRP044b,41.805,Bridge,Baily Bridge end,22.3092222,92.1551389
LRP044c,41.82,Bridge,Baily Bridge start,22.3092222,92.15525
LRP044d,41.868,Bridge,Baily Bridge end,22.3092222,92.1557222
LRP044e,41.887,Bridge,Bridge end,22.3091944,92.1558889
LRP044f,42.365,Culvert,Pipe Culvert,22.3068333,92.1590556
LRP045,42.507,Km Post,Km post missing,22.3058889,92.1586944
LRP045a,42.525,Bridge,Baily Bridge start,22.30575,92.1586389
LRP045b,42.539,Bridge,Baily Bridge end,22.3056667,92.1585833
LRP045c,42.736,Bridge,Bridge start,22.3040833,92.1589722
LRP045d,42.753,Bridge,Bridge end,22.3039444,92.1590278
LRP045e,42.836,Bridge,Bridge start,22.3032222,92.1590833
LRP045f,42.849,Bridge,Bridge end,22.3031111,92.1591111
LRP045g,43.126,Culvert,Box Culvert,22.3011389,92.1578333
LRP045h,43.325,Culvert,Box Culvert,22.2996941,92.1576389
LRP045i,43.455,Bridge,Baily Bridge start,22.2986663,92.1574167
LRP045j,43.474,Bridge,Baily Bridge end,22.2985274,92.1573333
LRP046,43.569,Km Post,Gohira 43 km,22.2978052,92.1573333
LRP046a,43.681,Culvert,Box Culvert,22.2969719,92.1573611
LRP046b,43.899,Culvert,Box Culvert,22.2954441,92.1578056
LRP047,44.569,Km Post,Gohira 44 km,22.2901386,92.1589444
LRP047a,44.852,Bridge,Baily Bridge start,22.2878608,92.1590833
